English,Maths,Science,School,Area
80.1,46.3,50.2,St Joseph The Worker Catholic Primary School,Kirkby
43.0,48.9,67.4,St Joseph The Worker Catholic Primary School,Kirkby
78.6,60.3,65.6,St Joseph The Worker Catholic Primary School,Kirkby
64.9,83.8,37.4,St Joseph The Worker Catholic Primary School,Kirkby
65.7,80.5,84.3,St Joseph The Worker Catholic Primary School,Kirkby
50.1,61.3,67.2,St Joseph The Worker Catholic Primary School,Kirkby
47.6,41.7,60.5,St Joseph The Worker Catholic Primary School,Kirkby
56.1,53.6,84.5,St Joseph The Worker Catholic Primary School,Kirkby
53.8,61.6,52.7,St Joseph The Worker Catholic Primary School,Kirkby
57.9,53.2,69.0,St Joseph The Worker Catholic Primary School,Kirkby
91.0,69.5,52.1,St Joseph The Worker Catholic Primary School,Kirkby
73.2,53.2,72.4,St Joseph The Worker Catholic Primary School,Kirkby
51.1,64.8,61.4,St Joseph The Worker Catholic Primary School,Kirkby
59.4,50.2,54.0,St Joseph The Worker Catholic Primary School,Kirkby
79.5,59.5,69.5,St Joseph The Worker Catholic Primary School,Kirkby
38.7,55.7,62.2,St Joseph The Worker Catholic Primary School,Kirkby
61.0,44.5,75.9,St Joseph The Worker Catholic Primary School,Kirkby
45.5,75.4,47.4,St Joseph The Worker Catholic Primary School,Kirkby
21.0,93.1,44.0,St Joseph The Worker Catholic Primary School,Kirkby
45.3,68.9,40.1,St Joseph The Worker Catholic Primary School,Kirkby
63.5,71.4,36.7,St Joseph The Worker Catholic Primary School,Kirkby
45.6,78.2,82.6,St Joseph The Worker Catholic Primary School,Kirkby
73.3,58.2,67.5,St Joseph The Worker Catholic Primary School,Kirkby
86.0,39.2,46.7,St Joseph The Worker Catholic Primary School,Kirkby
60.0,67.3,81.3,St Joseph The Worker Catholic Primary School,Kirkby
70.2,77.3,90.2,St Joseph The Worker Catholic Primary School,Kirkby
78.5,44.1,46.4,St Joseph The Worker Catholic Primary School,Kirkby
91.8,86.5,57.4,St Joseph The Worker Catholic Primary School,Kirkby
37.3,68.3,59.3,St Joseph's Catholic Primary School,Upton
59.4,65.5,50.5,St Joseph's Catholic Primary School,Upton
50.4,55.1,61.4,St Joseph's Catholic Primary School,Upton
68.6,79.9,11.3,St Joseph's Catholic Primary School,Upton
68.2,69.1,11.1,St Joseph's Catholic Primary School,Upton
40.3,68.8,44.6,St Joseph's Catholic Primary School,Upton
56.4,57.0,63.5,St Joseph's Catholic Primary School,Upton
0.0,35.0,35.0,St Joseph's Catholic Primary School,Upton
29.1,62.0,60.8,St Joseph's Catholic Primary School,Upton
49.4,67.4,59.5,St Joseph's Catholic Primary School,Upton
47.7,45.5,33.9,St Joseph's Catholic Primary School,Upton
53.0,64.8,83.2,St Joseph's Catholic Primary School,Upton
64.1,62.7,58.9,St Joseph's Catholic Primary School,Upton
69.3,29.2,54.7,St Joseph's Catholic Primary School,Upton
75.8,54.7,69.8,St Joseph's Catholic Primary School,Upton
76.8,47.9,91.7,St Joseph's Catholic Primary School,Upton
57.5,68.2,46.0,St Joseph's Catholic Primary School,Upton
96.5,66.0,73.3,St Joseph's Catholic Primary School,Upton
51.7,74.3,74.9,St Joseph's Catholic Primary School,Upton
61.0,62.8,79.1,St Joseph's Catholic Primary School,Upton
65.6,57.5,83.5,St Joseph's Catholic Primary School,Upton
68.5,44.1,61.7,St Joseph's Catholic Primary School,Upton
56.5,65.6,61.3,St Joseph's Catholic Primary School,Upton
70.5,62.3,55.6,St Joseph's Catholic Primary School,Upton
70.5,38.8,28.5,St Joseph's Catholic Primary School,Upton
43.1,62.9,35.7,St Joseph's Catholic Primary School,Upton
61.9,50.5,34.3,St Joseph's Catholic Primary School,Upton
52.7,69.8,62.0,St Joseph's Catholic Primary School,Upton
37.4,68.4,66.7,St Joseph's Catholic Primary School,Upton
48.5,60.0,90.9,St Joseph's Catholic Primary School,Upton
65.6,74.7,65.5,St Joseph's Catholic Primary School,Upton
22.4,56.0,41.3,St Joseph's Catholic Primary School,Upton
64.1,39.1,54.1,St Joseph's Catholic Primary School,Upton
49.0,68.1,79.0,St Joseph's Catholic Primary School,Upton
36.7,56.6,61.2,St Joseph's Catholic Primary School,Upton
56.5,60.2,67.8,St Joseph's Catholic Primary School,Upton
39.3,56.0,55.6,St Joseph's Catholic Primary School,Upton
79.6,33.6,26.2,St Joseph's Catholic Primary School,Upton
39.7,87.4,45.2,St Joseph's Catholic Primary School,Upton
84.3,58.0,43.9,St Joseph's Catholic Primary School,Upton
66.8,37.8,57.8,St Joseph's Catholic Primary School,Upton
97.2,54.5,52.6,St Joseph's Catholic Primary School,Upton
53.8,47.3,64.7,St Joseph's Catholic Primary School,Upton
72.3,52.0,65.8,St Joseph's Catholic Primary School,Upton
45.8,64.9,86.1,St Joseph's Catholic Primary School,Upton
63.5,59.0,46.2,St Joseph's Catholic Primary School,Upton
50.4,52.1,88.4,St Joseph's Catholic Primary School Birkenhead,Oxton
86.0,48.7,68.5,St Joseph's Catholic Primary School Birkenhead,Oxton
56.0,78.7,53.7,St Joseph's Catholic Primary School Birkenhead,Oxton
59.6,57.5,69.4,St Joseph's Catholic Primary School Birkenhead,Oxton
61.1,0.0,51.8,St Joseph's Catholic Primary School Birkenhead,Oxton
65.2,68.9,70.1,St Joseph's Catholic Primary School Birkenhead,Oxton
58.4,72.6,76.8,St Joseph's Catholic Primary School Birkenhead,Oxton
57.9,51.9,38.9,St Joseph's Catholic Primary School Birkenhead,Oxton
66.6,95.2,43.4,St Joseph's Catholic Primary School Birkenhead,Oxton
66.9,80.2,48.5,St Joseph's Catholic Primary School Birkenhead,Oxton
65.8,63.2,70.9,St Joseph's Catholic Primary School Birkenhead,Oxton
84.9,68.1,64.5,St Joseph's Catholic Primary School Birkenhead,Oxton
64.7,45.6,59.5,St Joseph's Catholic Primary School Birkenhead,Oxton
61.3,63.4,58.2,St Joseph's Catholic Primary School Birkenhead,Oxton
57.0,64.1,69.9,St Joseph's Catholic Primary School Birkenhead,Oxton
62.0,54.5,32.3,St Joseph's Catholic Primary School Birkenhead,Oxton
39.3,68.8,52.8,St Joseph's Catholic Primary School Birkenhead,Oxton
74.5,73.1,55.8,St Joseph's Catholic Primary School Birkenhead,Oxton
55.3,59.1,57.4,St Joseph's Catholic Primary School Birkenhead,Oxton
62.2,65.4,60.9,St Joseph's Catholic Primary School Birkenhead,Oxton
63.6,62.3,85.1,St Joseph's Catholic Primary School Birkenhead,Oxton
48.0,47.4,41.9,St Joseph's Catholic Primary School Birkenhead,Oxton
44.6,72.7,45.1,St Joseph's Catholic Primary School Birkenhead,Oxton
66.0,55.0,68.4,St Joseph's Catholic Primary School Birkenhead,Oxton
50.5,58.3,67.1,St Joseph's Catholic Primary School Birkenhead,Oxton
69.6,65.6,22.6,St Joseph's Catholic Primary School Birkenhead,Oxton
72.5,91.1,59.3,St Joseph's Catholic Primary School Birkenhead,Oxton
59.5,47.2,56.0,St Joseph's Catholic Primary School Birkenhead,Oxton
60.7,77.7,39.4,St Joseph's Catholic Primary School Birkenhead,Oxton
45.2,41.5,65.4,St Joseph's Catholic Primary School Birkenhead,Oxton
55.4,59.8,65.1,St Joseph's Catholic Primary School Birkenhead,Oxton
71.1,66.5,60.9,St Joseph's Catholic Primary School Birkenhead,Oxton
73.2,61.2,38.0,St Joseph's Catholic Primary School Birkenhead,Oxton
62.8,78.9,90.6,St Joseph's Catholic Primary School Birkenhead,Oxton
55.9,68.3,66.6,St Joseph's Catholic Primary School Birkenhead,Oxton
51.3,51.1,63.2,St Joseph's Catholic Primary School Birkenhead,Oxton
51.4,51.6,59.1,St Joseph's Catholic Primary School Birkenhead,Oxton
51.3,46.4,67.4,St Joseph's Catholic Primary School Birkenhead,Oxton
70.5,73.1,50.5,St Joseph's Catholic Primary School Birkenhead,Oxton
74.7,54.1,59.1,St Joseph's Catholic Primary School Birkenhead,Oxton
79.1,28.6,72.9,St Julie's Catholic Primary School,Eccleston
64.4,81.7,54.4,St Julie's Catholic Primary School,Eccleston
61.2,74.8,60.7,St Julie's Catholic Primary School,Eccleston
88.8,40.1,58.5,St Julie's Catholic Primary School,Eccleston
25.2,47.9,40.0,St Julie's Catholic Primary School,Eccleston
64.8,54.6,61.5,St Julie's Catholic Primary School,Eccleston
79.2,52.7,51.7,St Julie's Catholic Primary School,Eccleston
64.3,61.6,57.0,St Julie's Catholic Primary School,Eccleston
59.4,43.6,68.5,St Julie's Catholic Primary School,Eccleston
70.3,35.5,63.0,St Julie's Catholic Primary School,Eccleston
70.5,55.8,43.3,St Julie's Catholic Primary School,Eccleston
78.2,57.6,65.8,St Julie's Catholic Primary School,Eccleston
37.5,54.8,56.1,St Julie's Catholic Primary School,Eccleston
58.7,64.8,64.2,St Julie's Catholic Primary School,Eccleston
52.0,44.8,45.8,St Julie's Catholic Primary School,Eccleston
61.5,62.6,79.4,St Julie's Catholic Primary School,Eccleston
18.6,58.4,61.2,St Julie's Catholic Primary School,Eccleston
77.4,51.6,58.3,St Julie's Catholic Primary School,Eccleston
57.8,50.2,51.0,St Julie's Catholic Primary School,Eccleston
51.0,54.6,79.9,St Julie's Catholic Primary School,Eccleston
33.9,49.2,71.6,St Julie's Catholic Primary School,Eccleston
66.6,58.3,60.9,St Julie's Catholic Primary School,Eccleston
99.5,44.1,66.8,St Julie's Catholic Primary School,Eccleston
57.8,42.6,75.9,St Julie's Catholic Primary School,Eccleston
40.7,34.2,77.8,St Julie's Catholic Primary School,Eccleston
73.9,70.4,56.0,St Julie's Catholic Primary School,Eccleston
85.0,52.8,44.3,St Julie's Catholic Primary School,Eccleston
99.9,47.5,64.5,St Julie's Catholic Primary School,Eccleston
57.2,63.9,66.1,St Julie's Catholic Primary School,Eccleston
58.9,35.5,80.0,St Julie's Catholic Primary School,Eccleston
9.2,58.8,53.4,St Julie's Catholic Primary School,Eccleston
81.2,55.7,71.1,St Julie's Catholic Primary School,Eccleston
52.5,59.1,74.8,St Julie's Catholic Primary School,Eccleston
74.8,44.5,72.5,St Julie's Catholic Primary School,Eccleston
37.4,25.3,62.4,St Julie's Catholic Primary School,Eccleston
71.1,52.6,69.3,St Julie's Catholic Primary School,Eccleston
56.3,56.2,91.1,St Julie's Catholic Primary School,Eccleston
38.0,56.3,53.7,St Julie's Catholic Primary School,Eccleston
43.4,61.5,78.1,St Julie's Catholic Primary School,Eccleston
54.3,48.4,68.4,St Laurence's Catholic Primary School,Kirkby
64.6,84.6,39.5,St Laurence's Catholic Primary School,Kirkby
59.1,55.7,74.1,St Laurence's Catholic Primary School,Kirkby
92.0,41.5,63.3,St Laurence's Catholic Primary School,Kirkby
51.3,50.6,68.2,St Laurence's Catholic Primary School,Kirkby
60.1,64.4,46.8,St Laurence's Catholic Primary School,Kirkby
44.2,55.1,46.8,St Laurence's Catholic Primary School,Kirkby
61.9,97.8,75.9,St Laurence's Catholic Primary School,Kirkby
83.6,51.7,59.5,St Laurence's Catholic Primary School,Kirkby
52.1,52.6,52.7,St Laurence's Catholic Primary School,Kirkby
82.6,55.9,48.5,St Laurence's Catholic Primary School,Kirkby
58.6,85.7,46.2,St Laurence's Catholic Primary School,Kirkby
60.3,73.2,69.8,St Laurence's Catholic Primary School,Kirkby
48.3,71.8,40.6,St Laurence's Catholic Primary School,Kirkby
76.4,85.8,77.8,St Laurence's Catholic Primary School,Kirkby
58.8,74.1,53.9,St Laurence's Catholic Primary School,Kirkby
37.9,60.6,79.1,St Laurence's Catholic Primary School,Kirkby
47.8,39.9,65.6,St Laurence's Catholic Primary School,Kirkby
51.1,81.8,63.5,St Laurence's Catholic Primary School,Kirkby
81.4,59.9,59.5,St Laurence's Catholic Primary School,Kirkby
62.6,45.9,85.5,St Laurence's Catholic Primary School,Kirkby
71.3,49.7,47.5,St Laurence's Catholic Primary School,Kirkby
71.2,93.1,67.5,St Laurence's Catholic Primary School,Kirkby
78.0,75.1,55.9,St Laurence's Catholic Primary School,Kirkby
62.4,79.0,66.9,St Laurence's Catholic Primary School,Kirkby
66.7,72.3,46.1,St Laurence's Catholic Primary School,Kirkby
66.5,61.3,50.9,St Laurence's Catholic Primary School,Kirkby
54.5,89.2,56.3,St Laurence's Catholic Primary School,Kirkby
56.8,38.1,57.5,St Laurence's Catholic Primary School,Kirkby
52.0,37.6,56.9,St Laurence's Catholic Primary School,Kirkby
62.4,65.7,53.6,St Laurence's Catholic Primary School,Kirkby
80.6,92.2,54.7,St Laurence's Catholic Primary School,Kirkby
54.8,54.4,52.6,St Laurence's Catholic Primary School,Kirkby
76.6,48.2,36.6,St Laurence's Catholic Primary School,Kirkby
75.8,46.1,53.7,St Laurence's Catholic Primary School,Kirkby
0.0,57.1,53.8,St Laurence's Catholic Primary School,Kirkby
67.2,46.3,56.9,St Laurence's Catholic Primary School,Kirkby
54.3,70.7,57.5,St Laurence's Catholic Primary School,Kirkby
77.8,56.9,49.6,St Leo's and Southmead Catholic Primary School,Whiston
75.3,66.0,68.0,St Leo's and Southmead Catholic Primary School,Whiston
70.0,64.0,51.7,St Leo's and Southmead Catholic Primary School,Whiston
53.6,64.2,77.6,St Leo's and Southmead Catholic Primary School,Whiston
39.7,69.1,60.9,St Leo's and Southmead Catholic Primary School,Whiston
67.7,42.2,72.9,St Leo's and Southmead Catholic Primary School,Whiston
77.6,51.6,71.4,St Leo's and Southmead Catholic Primary School,Whiston
59.5,44.9,62.7,St Leo's and Southmead Catholic Primary School,Whiston
73.3,82.5,63.8,St Leo's and Southmead Catholic Primary School,Whiston
84.8,82.0,55.5,St Leo's and Southmead Catholic Primary School,Whiston
80.9,85.7,61.8,St Leo's and Southmead Catholic Primary School,Whiston
58.2,70.6,75.5,St Leo's and Southmead Catholic Primary School,Whiston
69.4,62.5,89.7,St Leo's and Southmead Catholic Primary School,Whiston
56.6,42.5,42.7,St Leo's and Southmead Catholic Primary School,Whiston
70.9,61.0,53.3,St Leo's and Southmead Catholic Primary School,Whiston
60.6,93.7,58.0,St Leo's and Southmead Catholic Primary School,Whiston
67.1,45.4,90.0,St Leo's and Southmead Catholic Primary School,Whiston
66.4,46.6,65.2,St Leo's and Southmead Catholic Primary School,Whiston
69.9,46.0,37.4,St Leo's and Southmead Catholic Primary School,Whiston
62.8,0.0,76.1,St Leo's and Southmead Catholic Primary School,Whiston
64.0,64.1,66.2,St Leo's and Southmead Catholic Primary School,Whiston
56.5,38.2,64.8,St Leo's and Southmead Catholic Primary School,Whiston
69.5,47.1,62.1,St Leo's and Southmead Catholic Primary School,Whiston
63.9,48.9,64.2,St Leo's and Southmead Catholic Primary School,Whiston
60.1,81.3,65.7,St Leo's and Southmead Catholic Primary School,Whiston
55.1,40.8,78.1,St Leo's and Southmead Catholic Primary School,Whiston
77.4,45.0,88.3,St Leo's and Southmead Catholic Primary School,Whiston
51.2,94.1,77.6,St Leo's and Southmead Catholic Primary School,Whiston
72.1,60.1,85.8,St Leo's and Southmead Catholic Primary School,Whiston
55.4,0.0,91.2,St Leo's and Southmead Catholic Primary School,Whiston
75.4,52.4,67.9,St Leo's and Southmead Catholic Primary School,Whiston
50.6,45.7,50.8,St Luke's Catholic Primary School,Prescot
29.6,46.3,70.7,St Luke's Catholic Primary School,Prescot
37.7,69.2,58.2,St Luke's Catholic Primary School,Prescot
83.3,44.5,48.0,St Luke's Catholic Primary School,Prescot
64.6,69.6,34.3,St Luke's Catholic Primary School,Prescot
44.6,58.9,51.0,St Luke's Catholic Primary School,Prescot
38.3,63.7,97.3,St Luke's Catholic Primary School,Prescot
78.8,59.8,59.2,St Luke's Catholic Primary School,Prescot
37.3,22.9,45.7,St Luke's Catholic Primary School,Prescot
64.3,69.3,53.8,St Luke's Catholic Primary School,Prescot
59.9,50.7,76.0,St Luke's Catholic Primary School,Prescot
72.5,68.2,49.5,St Luke's Catholic Primary School,Prescot
68.4,51.3,60.4,St Luke's Catholic Primary School,Prescot
61.8,78.0,64.9,St Luke's Catholic Primary School,Prescot
44.9,69.2,26.6,St Luke's Catholic Primary School,Prescot
88.0,64.6,46.2,St Luke's Catholic Primary School,Prescot
66.5,79.2,75.6,St Luke's Catholic Primary School,Prescot
56.9,48.2,97.2,St Luke's Catholic Primary School,Prescot
64.9,35.9,40.1,St Luke's Catholic Primary School,Prescot
76.2,54.6,92.2,St Luke's Catholic Primary School,Prescot
28.1,67.4,54.8,St Luke's Catholic Primary School,Prescot
63.6,46.8,20.2,St Luke's Catholic Primary School,Prescot
45.4,64.6,81.8,St Luke's Catholic Primary School,Prescot
34.1,55.7,68.9,St Luke's Catholic Primary School,Prescot
63.4,58.0,84.6,St Luke's Catholic Primary School,Prescot
44.5,50.0,58.1,St Luke's Catholic Primary School,Prescot
49.5,49.4,36.8,St Luke's Catholic Primary School,Prescot
71.7,54.9,77.6,St Luke's Catholic Primary School,Prescot
39.4,62.3,82.3,St Luke's Catholic Primary School,Prescot
52.6,67.2,50.6,St Luke's Catholic Primary School,Prescot
28.0,42.5,63.7,St Luke's Catholic Primary School,Prescot
59.9,62.9,74.5,St Luke's Catholic Primary School,Prescot
85.6,54.7,60.4,St Luke's Catholic Primary School,Prescot
47.3,45.6,52.4,St Luke's Catholic Primary School,Prescot
67.3,63.0,68.0,St Luke's Catholic Primary School,Prescot
61.3,59.1,84.4,St Luke's Catholic Primary School,Prescot
28.1,58.5,80.7,St Luke's Catholic Primary School,Prescot
68.3,39.7,35.4,St Luke's Catholic Primary School,Prescot
72.2,58.5,17.3,St Luke's Catholic Primary School,Prescot
62.0,65.6,45.0,St Luke's Catholic Primary School,Prescot
59.8,56.0,44.6,St Luke's Catholic Primary School,Prescot
29.2,71.1,25.9,St Luke's Catholic Primary School,Prescot
39.5,74.8,52.1,St Luke's Catholic Primary School,Prescot
71.0,57.4,73.1,St Luke's CofE Primary School,Formby
76.6,81.5,77.0,St Luke's CofE Primary School,Formby
77.8,80.5,48.3,St Luke's CofE Primary School,Formby
62.3,93.6,76.1,St Luke's CofE Primary School,Formby
81.6,98.0,81.8,St Luke's CofE Primary School,Formby
72.2,64.6,62.8,St Luke's CofE Primary School,Formby
67.3,38.8,71.4,St Luke's CofE Primary School,Formby
72.0,42.5,54.3,St Luke's CofE Primary School,Formby
53.2,79.6,45.7,St Luke's CofE Primary School,Formby
52.0,23.2,61.2,St Luke's CofE Primary School,Formby
55.7,66.1,37.3,St Luke's CofE Primary School,Formby
54.4,74.6,58.7,St Luke's CofE Primary School,Formby
70.1,84.5,62.7,St Luke's CofE Primary School,Formby
66.9,63.5,68.5,St Luke's CofE Primary School,Formby
62.0,57.1,70.2,St Luke's CofE Primary School,Formby
57.1,39.5,70.6,St Luke's CofE Primary School,Formby
55.0,52.4,64.8,St Luke's CofE Primary School,Formby
69.0,77.6,76.2,St Luke's CofE Primary School,Formby
86.3,55.5,52.1,St Luke's CofE Primary School,Formby
63.4,49.6,32.1,St Luke's CofE Primary School,Formby
71.1,60.6,43.4,St Luke's CofE Primary School,Formby
43.4,55.6,62.5,St Luke's CofE Primary School,Formby
63.8,42.2,73.0,St Luke's CofE Primary School,Formby
60.7,71.6,63.8,St Luke's CofE Primary School,Formby
63.2,76.3,53.4,St Luke's CofE Primary School,Formby
74.7,76.8,80.4,St Luke's CofE Primary School,Formby
73.8,82.5,42.7,St Luke's CofE Primary School,Formby
62.1,39.2,95.9,St Luke's CofE Primary School,Formby
68.6,47.7,73.3,St Luke's CofE Primary School,Formby
32.1,69.0,53.3,St Luke's CofE Primary School,Formby
53.4,81.7,83.3,St Luke's CofE Primary School,Formby
21.9,70.2,58.2,St Luke's CofE Primary School,Formby
64.3,36.2,34.2,St Luke's CofE Primary School,Formby
40.8,50.7,74.6,St Luke's Halsall CofE Primary School,Crosby
40.0,60.1,60.4,St Luke's Halsall CofE Primary School,Crosby
66.4,74.8,50.8,St Luke's Halsall CofE Primary School,Crosby
72.1,45.7,74.0,St Luke's Halsall CofE Primary School,Crosby
56.0,60.4,35.0,St Luke's Halsall CofE Primary School,Crosby
55.4,51.0,60.0,St Luke's Halsall CofE Primary School,Crosby
56.4,14.5,78.9,St Luke's Halsall CofE Primary School,Crosby
73.5,43.9,49.7,St Luke's Halsall CofE Primary School,Crosby
86.0,39.1,42.2,St Luke's Halsall CofE Primary School,Crosby
69.6,50.9,46.4,St Luke's Halsall CofE Primary School,Crosby
73.2,93.6,81.5,St Luke's Halsall CofE Primary School,Crosby
53.5,58.4,64.8,St Luke's Halsall CofE Primary School,Crosby
60.5,48.1,44.3,St Luke's Halsall CofE Primary School,Crosby
56.6,63.1,70.7,St Luke's Halsall CofE Primary School,Crosby
56.1,54.9,50.3,St Luke's Halsall CofE Primary School,Crosby
52.9,49.2,53.8,St Luke's Halsall CofE Primary School,Crosby
60.1,41.5,49.2,St Luke's Halsall CofE Primary School,Crosby
23.5,58.3,39.5,St Luke's Halsall CofE Primary School,Crosby
75.2,42.8,59.1,St Luke's Halsall CofE Primary School,Crosby
55.4,66.1,62.0,St Luke's Halsall CofE Primary School,Crosby
78.9,59.6,62.6,St Luke's Halsall CofE Primary School,Crosby
63.2,70.4,59.8,St Luke's Halsall CofE Primary School,Crosby
77.3,43.7,53.7,St Luke's Halsall CofE Primary School,Crosby
53.8,45.7,59.5,St Luke's Halsall CofE Primary School,Crosby
64.8,43.6,50.5,St Luke's Halsall CofE Primary School,Crosby
27.5,68.4,39.7,St Luke's Halsall CofE Primary School,Crosby
29.8,79.2,45.2,St Luke's Halsall CofE Primary School,Crosby
43.1,66.0,64.1,St Luke's Halsall CofE Primary School,Crosby
26.6,58.3,67.7,St Luke's Halsall CofE Primary School,Crosby
85.1,73.3,40.2,St Luke's Halsall CofE Primary School,Crosby
62.3,67.6,56.9,St Luke's Halsall CofE Primary School,Crosby
53.1,49.8,48.6,St Luke's Halsall CofE Primary School,Crosby
49.3,66.0,65.2,St Luke's Halsall CofE Primary School,Crosby
76.4,55.7,66.2,St Luke's Halsall CofE Primary School,Crosby
53.5,27.2,60.3,St Luke's Halsall CofE Primary School,Crosby
63.7,55.8,49.9,St Luke's Halsall CofE Primary School,Crosby
28.8,49.3,59.8,St Luke's Halsall CofE Primary School,Crosby
86.2,50.7,56.8,St Luke's Halsall CofE Primary School,Crosby
76.7,52.6,53.4,St Luke's Halsall CofE Primary School,Crosby
59.4,38.1,72.3,St Luke's Halsall CofE Primary School,Crosby
28.3,60.5,61.7,St Luke's Halsall CofE Primary School,Crosby
63.3,96.5,61.4,St Margaret Mary's Catholic Infant School,Liverpool
64.0,42.2,61.8,St Margaret Mary's Catholic Infant School,Liverpool
72.9,46.3,78.4,St Margaret Mary's Catholic Infant School,Liverpool
80.9,66.7,64.8,St Margaret Mary's Catholic Infant School,Liverpool
69.3,55.4,42.2,St Margaret Mary's Catholic Infant School,Liverpool
56.8,52.5,55.4,St Margaret Mary's Catholic Infant School,Liverpool
79.2,57.3,63.0,St Margaret Mary's Catholic Infant School,Liverpool
61.7,57.1,59.6,St Margaret Mary's Catholic Infant School,Liverpool
62.5,98.1,46.6,St Margaret Mary's Catholic Infant School,Liverpool
74.8,80.2,57.0,St Margaret Mary's Catholic Infant School,Liverpool
55.4,52.3,30.3,St Margaret Mary's Catholic Infant School,Liverpool
91.5,45.4,0.0,St Margaret Mary's Catholic Infant School,Liverpool
84.3,86.7,51.7,St Margaret Mary's Catholic Infant School,Liverpool
80.9,60.8,72.7,St Margaret Mary's Catholic Infant School,Liverpool
72.5,71.9,57.5,St Margaret Mary's Catholic Infant School,Liverpool
75.8,81.5,74.5,St Margaret Mary's Catholic Infant School,Liverpool
74.0,50.8,62.5,St Margaret Mary's Catholic Infant School,Liverpool
61.3,78.2,0.0,St Margaret Mary's Catholic Infant School,Liverpool
80.4,0.0,77.3,St Margaret Mary's Catholic Infant School,Liverpool
54.7,62.7,64.7,St Margaret Mary's Catholic Infant School,Liverpool
75.6,80.7,66.2,St Margaret Mary's Catholic Infant School,Liverpool
72.3,59.1,65.1,St Margaret Mary's Catholic Infant School,Liverpool
48.8,91.7,53.9,St Margaret Mary's Catholic Infant School,Liverpool
55.6,47.7,76.0,St Margaret Mary's Catholic Infant School,Liverpool
61.9,58.3,64.9,St Margaret Mary's Catholic Infant School,Liverpool
0.0,70.9,58.4,St Margaret Mary's Catholic Infant School,Liverpool
70.5,43.2,86.9,St Margaret Mary's Catholic Infant School,Liverpool
42.5,78.2,56.4,St Margaret Mary's Catholic Infant School,Liverpool
58.5,93.0,90.3,St Margaret Mary's Catholic Infant School,Liverpool
52.5,70.5,72.9,St Margaret Mary's Catholic Infant School,Liverpool
56.1,66.8,62.6,St Margaret Mary's Catholic Junior School,Huyton
38.9,42.6,53.2,St Margaret Mary's Catholic Junior School,Huyton
66.7,74.0,29.5,St Margaret Mary's Catholic Junior School,Huyton
52.7,44.9,65.2,St Margaret Mary's Catholic Junior School,Huyton
66.3,60.0,56.1,St Margaret Mary's Catholic Junior School,Huyton
86.6,64.7,60.7,St Margaret Mary's Catholic Junior School,Huyton
94.4,59.5,68.7,St Margaret Mary's Catholic Junior School,Huyton
41.6,30.4,75.3,St Margaret Mary's Catholic Junior School,Huyton
60.2,51.3,60.8,St Margaret Mary's Catholic Junior School,Huyton
69.8,43.3,56.9,St Margaret Mary's Catholic Junior School,Huyton
58.1,61.9,45.3,St Margaret Mary's Catholic Junior School,Huyton
51.7,54.4,64.8,St Margaret Mary's Catholic Junior School,Huyton
53.5,74.1,57.4,St Margaret Mary's Catholic Junior School,Huyton
44.6,58.6,62.2,St Margaret Mary's Catholic Junior School,Huyton
48.4,46.7,33.0,St Margaret Mary's Catholic Junior School,Huyton
70.9,47.8,62.0,St Margaret Mary's Catholic Junior School,Huyton
38.1,64.9,55.3,St Margaret Mary's Catholic Junior School,Huyton
98.0,50.8,25.2,St Margaret Mary's Catholic Junior School,Huyton
73.1,37.9,31.9,St Margaret Mary's Catholic Junior School,Huyton
70.8,52.8,70.4,St Margaret Mary's Catholic Junior School,Huyton
72.7,49.7,46.3,St Margaret Mary's Catholic Junior School,Huyton
47.8,53.9,74.0,St Margaret Mary's Catholic Junior School,Huyton
85.8,60.4,78.2,St Margaret Mary's Catholic Junior School,Huyton
44.3,49.4,58.5,St Margaret Mary's Catholic Junior School,Huyton
49.2,49.5,52.2,St Margaret Mary's Catholic Junior School,Huyton
68.7,65.1,77.8,St Margaret Mary's Catholic Junior School,Huyton
77.7,43.6,66.9,St Margaret Mary's Catholic Junior School,Huyton
50.0,73.3,50.2,St Margaret Mary's Catholic Junior School,Huyton
46.5,42.8,18.9,St Margaret Mary's Catholic Junior School,Huyton
60.9,51.9,68.3,St Margaret Mary's Catholic Junior School,Huyton
71.5,59.0,32.9,St Margaret Mary's Catholic Junior School,Huyton
45.0,46.7,62.8,St Margaret Mary's Catholic Junior School,Huyton
36.6,58.6,33.0,St Margaret Mary's Catholic Junior School,Huyton
48.1,61.5,40.9,St Margaret Mary's Catholic Junior School,Huyton
53.0,48.5,9.5,St Margaret Mary's Catholic Junior School,Huyton
48.6,54.7,41.2,St Margaret Mary's Catholic Junior School,Huyton
35.5,65.2,39.8,St Margaret Mary's Catholic Junior School,Huyton
46.2,57.1,72.6,St Margaret Mary's Catholic Junior School,Huyton
53.7,67.0,49.6,St Margaret Mary's Catholic Junior School,Huyton
34.6,56.4,85.3,St Margaret Mary's Catholic Junior School,Huyton
24.8,48.6,21.6,St Margaret Mary's Catholic Junior School,Huyton
65.8,57.2,53.6,St Margaret Mary's Catholic Junior School,Huyton
61.1,68.8,53.0,St Margaret Mary's Catholic Junior School,Huyton
37.5,53.3,47.7,St Margaret Mary's Catholic Junior School,Huyton
68.1,84.9,69.0,St Margaret's Anfield CofE Primary School,Anfield
36.5,85.6,63.0,St Margaret's Anfield CofE Primary School,Anfield
63.9,95.0,70.0,St Margaret's Anfield CofE Primary School,Anfield
